07.06.39.87,0,0,0
07.06.39.987,0,0,0
07.06.40.631,0,0,0
07.06.40.631,0,0,0
07.06.40.632,0,0,0
07.06.40.633,0,0,0
07.06.40.633,0,0,0
07.06.40.634,0,0,0
07.06.40.634,0,0,0
07.06.40.634,0,0,0
07.06.40.635,0,0,0
07.06.40.635,0,0,0
07.06.40.635,0,0,0
07.06.40.635,0,0,0
07.06.40.636,0,0,0
07.06.40.636,0,0,0
07.06.40.636,0,0,0
07.06.40.637,0,0,0
07.06.40.646,0,0,0
07.06.40.659,0,0,0
07.06.40.679,0,0,0
07.06.40.697,0,0,0
07.06.40.721,0,0,0
07.06.40.739,0,0,0
07.06.40.765,0,0,0
07.06.40.778,0,0,0
07.06.40.798,0,0,0
07.06.40.819,0,0,0
07.06.40.84,0,0,0
07.06.40.858,0,0,0
07.06.40.88,0,0,0
07.06.40.902,0,0,0
07.06.40.92,0,0,0
07.06.40.938,0,0,0
07.06.40.959,0,0,0
07.06.40.98,0,0,0
07.06.41.002,0,0,0
07.06.41.019,0,0,0
07.06.41.041,0,0,0
07.06.41.058,0,0,0
07.06.41.081,0,0,0
07.06.41.1,0,0,0
07.06.41.117,0,0,0
07.06.41.141,0,0,0
07.06.41.16,0,0,0
07.06.41.182,0,0,0
07.06.41.198,0,0,0
07.06.41.219,0,0,0
07.06.41.239,0,0,0
07.06.41.258,0,0,0
07.06.41.278,0,0,0
07.06.41.298,0,0,0
07.06.41.318,0,0,0
07.06.41.341,0,0,0
07.06.41.359,0,0,0
07.06.41.381,0,0,0
07.06.41.406,0,0,0
07.06.41.418,0,0,0
07.06.41.44,0,0,0
07.06.41.461,0,0,0
07.06.41.483,0,0,0
07.06.41.498,0,0,0
07.06.41.518,0,0,0
07.06.41.538,0,0,0
07.06.41.557,0,0,0
07.06.41.577,0,0,0
07.06.41.598,0,0,0
07.06.41.619,0,0,0
07.06.41.639,0,0,0
07.06.41.66,0,0,0
07.06.41.68,0,0,0
07.06.41.7,0,0,0
07.06.41.719,0,0,0
07.06.41.739,0,0,0
07.06.41.759,0,0,0
07.06.41.782,0,0,0
07.06.41.817,0,0,0
07.06.41.838,0,0,0
07.06.41.838,0,0,0
07.06.41.858,0,0,0
07.06.41.882,0,0,0
07.06.41.901,0,0,0
07.06.41.92,0,0,0
07.06.41.939,0,0,0
07.06.41.96,0,0,0
07.06.41.98,0,0,0
07.06.42.002,0,0,0
07.06.42.018,0,0,0
07.06.42.037,0,0,0
07.06.42.061,0,0,0
07.06.42.078,0,0,0
07.06.42.101,0,0,0
07.06.42.121,0,0,0
07.06.42.141,0,0,0
07.06.42.159,0,0,0
07.06.42.18,0,0,0
07.06.42.2,0,0,0
07.06.42.219,0,0,0
07.06.42.24,0,0,0
07.06.42.259,0,0,0
07.06.42.279,0,0,0
07.06.42.3,0,0,0
07.06.42.321,0,0,0
07.06.42.338,0,0,0
07.06.42.358,0,0,0
07.06.42.38,0,0,0
07.06.42.4,0,0,0
07.06.42.419,0,0,0
07.06.42.439,0,0,0
07.06.42.46,0,0,0
07.06.42.481,0,0,0
07.06.42.498,0,0,0
07.06.42.518,0,0,0
07.06.42.538,0,0,0
07.06.42.559,0,0,0
07.06.42.578,0,0,0
07.06.42.597,0,0,0
07.06.42.618,0,0,0
07.06.42.639,0,0,0
07.06.42.658,0,0,0
07.06.42.679,0,0,0
07.06.42.698,0,0,0
07.06.42.718,0,0,0
07.06.42.742,0,0,0
07.06.42.762,0,0,0
07.06.42.781,0,0,0
07.06.42.798,0,0,0
07.06.42.821,0,0,0
07.06.42.84,0,0,0
07.06.42.861,0,0,0
07.06.42.88,0,0,0
07.06.42.899,0,0,0
07.06.42.92,0,0,0
07.06.42.938,0,0,0
07.06.42.963,0,0,0
07.06.42.98,0,0,0
07.06.43,0,0,0
07.06.43.018,0,0,0
07.06.43.038,0,0,0
07.06.43.058,0,0,0
07.06.43.08,0,0,0
07.06.43.099,0,0,0
07.06.43.12,0,0,0
07.06.43.144,0,0,0
07.06.43.162,0,0,0
07.06.43.18,0,0,0
07.06.43.199,0,0,0
07.06.43.219,0,0,0
07.06.43.237,0,0,0
07.06.43.26,0,0,0
07.06.43.281,0,0,0
07.06.43.299,0,0,0
07.06.43.322,0,0,0
07.06.43.338,0,0,0
07.06.43.361,0,0,0
07.06.43.382,0,0,0
07.06.43.397,0,0,0
07.06.43.419,0,0,0
07.06.43.441,0,0,0
07.06.43.462,0,0,0
07.06.43.478,0,0,0
07.06.43.5,0,0,0
07.06.43.52,0,0,0
07.06.43.542,0,0,0
07.06.43.559,0,0,0
07.06.43.579,0,0,0
07.06.43.6,0,0,0
07.06.43.622,0,0,0
07.06.43.642,0,0,0
07.06.43.658,0,0,0
07.06.43.68,0,0,0
07.06.43.701,0,0,0
07.06.43.719,0,0,0
07.06.43.74,0,0,0
07.06.43.761,0,0,0
07.06.43.778,0,0,0
07.06.43.799,0,0,0
07.06.43.82,0,0,0
07.06.43.842,0,0,0
07.06.43.859,0,0,0
07.06.43.879,0,0,0
07.06.43.901,0,0,0
07.06.43.922,0,0,0
07.06.43.943,0,0,0
07.06.43.959,0,0,0
07.06.43.98,0,0,0
07.06.44.001,0,0,0
07.06.44.021,0,0,0
07.06.44.038,0,0,0
07.06.44.06,0,0,0
07.06.44.078,0,0,0
07.06.44.101,0,0,0
07.06.44.118,0,0,0
07.06.44.142,0,0,0
07.06.44.159,0,0,0
07.06.44.179,0,0,0
07.06.44.202,0,0,0
07.06.44.219,0,0,0
07.06.44.24,0,0,0
07.06.44.257,0,0,0
07.06.44.279,0,0,0
07.06.44.3,0,0,0
07.06.44.321,0,0,0
07.06.44.338,0,0,0
07.06.44.359,0,0,0
07.06.44.38,0,0,0
07.06.44.402,0,0,0
07.06.44.418,0,0,0
07.06.44.44,0,0,0
07.06.44.466,0,0,0
07.06.44.478,0,0,0
07.06.44.501,0,0,0
07.06.44.522,0,0,0
07.06.44.537,0,0,0
07.06.44.559,0,0,0
07.06.44.58,0,0,0
07.06.44.602,0,0,0
07.06.44.619,0,0,0
07.06.44.641,0,0,0
07.06.44.663,0,0,0
07.06.44.678,0,0,0
07.06.44.7,0,0,0
07.06.44.72,0,0,0
07.06.44.745,0,0,0
07.06.44.761,0,0,0
07.06.44.782,0,0,0
07.06.44.797,0,0,0
07.06.44.819,0,0,0
07.06.44.838,0,0,0
07.06.44.86,0,0,0
07.06.44.881,0,0,0
07.06.44.903,0,0,0
07.06.44.919,0,0,0
07.06.44.941,0,0,0
07.06.44.963,0,0,0
07.06.44.978,0,0,0
07.06.45,0,0,0
07.06.45.021,0,0,0
07.06.45.042,0,0,0
07.06.45.058,0,0,0
07.06.45.078,0,0,0
07.06.45.101,0,0,0
07.06.45.122,0,0,0
07.06.45.144,0,0,0
07.06.45.162,0,0,0
07.06.45.18,0,0,0
07.06.45.202,0,0,0
07.06.45.222,0,0,0
07.06.45.238,0,0,0
07.06.45.26,0,0,0
07.06.45.279,0,0,0
07.06.45.297,0,0,0
07.06.45.319,0,0,0
07.06.45.34,0,0,0
07.06.45.361,0,0,0
07.06.45.379,0,0,0
07.06.45.401,0,0,0
07.06.45.419,0,0,0
07.06.45.438,0,0,0
07.06.45.461,0,0,0
07.06.45.479,0,0,0
07.06.45.498,0,0,0
07.06.45.522,0,0,0
07.06.45.54,0,0,0
07.06.45.561,0,0,0
07.06.45.58,0,0,0
07.06.45.6,0,0,0
07.06.45.622,0,0,0
07.06.45.638,0,0,0
07.06.45.662,0,0,0
07.06.45.68,0,0,0
07.06.45.701,0,0,0
07.06.45.719,0,0,0
07.06.45.741,0,0,0
07.06.45.76,0,0,0
07.06.45.78,0,0,0
07.06.45.8,0,0,0
07.06.45.821,0,0,0
07.06.45.838,0,0,0
07.06.45.86,0,0,0
07.06.45.88,0,0,0
07.06.45.902,0,0,0
07.06.45.918,0,0,0
07.06.45.938,0,0,0
07.06.45.958,0,0,0
07.06.45.981,0,0,0
07.06.46.004,0,0,0
07.06.46.021,0,0,0
07.06.46.038,0,0,0
07.06.46.06,0,0,0
07.06.46.078,0,0,0
07.06.46.097,0,0,0
07.06.46.117,0,0,0
07.06.46.142,0,0,0
07.06.46.159,0,0,0
07.06.46.182,0,0,0
07.06.46.199,0,0,0
07.06.46.219,0,0,0
07.06.46.241,0,0,0
07.06.46.258,0,0,0
07.06.46.282,0,0,0
07.06.46.301,0,0,0
07.06.46.321,0,0,0
07.06.46.341,0,0,0
07.06.46.362,0,0,0
07.06.46.379,0,0,0
07.06.46.398,0,0,0
07.06.46.421,0,0,0
07.06.46.443,0,0,0
07.06.46.461,0,0,0
07.06.46.48,0,0,0
07.06.46.502,0,0,0
07.06.46.52,0,0,0
07.06.46.54,0,0,0
07.06.46.563,0,0,0
07.06.46.582,0,0,0
07.06.46.6,0,0,0
07.06.46.618,0,0,0
07.06.46.639,0,0,0
07.06.46.658,0,0,0
07.06.46.678,0,0,0
07.06.46.702,0,0,0
07.06.46.72,0,0,0
07.06.46.737,0,0,0
07.06.46.76,0,0,0
07.06.46.783,0,0,0
07.06.46.8,0,0,0
07.06.46.823,0,0,0
07.06.46.84,0,0,0
07.06.46.861,0,0,0
07.06.46.882,0,0,0
07.06.46.9,0,0,0
07.06.46.924,0,0,0
07.06.46.94,0,0,0
07.06.46.958,0,0,0
07.06.46.979,0.06013764,-0.3684217,0.2873473
07.06.46.997,0.06012811,-0.3685009,0.2870514
07.06.47.019,0.06012812,-0.368501,0.2870514
07.06.47.037,0.06012811,-0.368501,0.2870514
07.06.47.059,0.06012811,-0.3685009,0.2870514
07.06.47.081,0.06012811,-0.368501,0.2870514
07.06.47.099,0.06012811,-0.368501,0.2870514
07.06.47.118,0.06012811,-0.368501,0.2870514
07.06.47.139,0.06012811,-0.3685009,0.2870514
07.06.47.158,0.06012811,-0.368501,0.2870514
07.06.47.182,0.06012811,-0.3685009,0.2870514
07.06.47.202,0.06012811,-0.3685009,0.2870514
07.06.47.22,0.06012811,-0.368501,0.2870514
07.06.47.239,0.06012811,-0.368501,0.2870514
07.06.47.257,0.06012811,-0.368501,0.2870514
07.06.47.282,0.0601281,-0.3685009,0.2870514
07.06.47.301,0.0601281,-0.3685009,0.2870514
07.06.47.322,0.0601281,-0.3685009,0.2870514
07.06.47.338,0.0601281,-0.3685009,0.2870514
07.06.47.361,0.0601281,-0.3685009,0.2870514
07.06.47.38,0.0601281,-0.3685009,0.2870514
07.06.47.399,0.0601281,-0.3685009,0.2870514
07.06.47.419,0.0601281,-0.3685009,0.2870514
07.06.47.437,0.0601281,-0.3685009,0.2870514
07.06.47.46,0.0601281,-0.3685009,0.2870514
07.06.47.479,0.0601281,-0.3685009,0.2870514
07.06.47.498,0.0601281,-0.3685009,0.2870514
07.06.47.518,0.0601281,-0.3685009,0.2870514
07.06.47.542,0.0601281,-0.3685009,0.2870514
07.06.47.558,0.0601281,-0.3685009,0.2870514
07.06.47.58,0.0601281,-0.3685009,0.2870514
07.06.47.602,0.0601281,-0.3685009,0.2870514
07.06.47.622,0.0601281,-0.3685009,0.2870514
07.06.47.638,0.0601281,-0.3685009,0.2870514
07.06.47.66,0.0601281,-0.3685009,0.2870514
07.06.47.681,0.0601281,-0.3685009,0.2870514
07.06.47.702,0.0601281,-0.3685009,0.2870514
07.06.47.718,0.0601281,-0.3685009,0.2870514
07.06.47.741,0.0601281,-0.3685009,0.2870514
07.06.47.758,0.0601281,-0.3685009,0.2870514
07.06.47.779,0.0601281,-0.3685009,0.2870514
07.06.47.801,0.0601281,-0.3685009,0.2870514
07.06.47.818,0.0601281,-0.3685009,0.2870514
07.06.47.84,0.0601281,-0.3685009,0.2870514
07.06.47.861,0.0601281,-0.3685009,0.2870514
07.06.47.882,0.0601281,-0.3685009,0.2870514
07.06.47.899,0.0601281,-0.3685009,0.2870514
07.06.47.921,0.0601281,-0.3685009,0.2870514
07.06.47.938,0.0601281,-0.3685009,0.2870514
07.06.47.962,0.0601281,-0.3685009,0.2870514
07.06.47.978,0.0601281,-0.3685009,0.2870514
07.06.48.001,0.0601281,-0.3685009,0.2870514
07.06.48.022,0.0601281,-0.3685009,0.2870514
07.06.48.039,0.0601281,-0.3685009,0.2870514
07.06.48.057,0.0601281,-0.3685009,0.2870514
07.06.48.078,0.0601281,-0.3685009,0.2870514
07.06.48.101,0.0601281,-0.3685009,0.2870514
07.06.48.119,0.0601281,-0.3685009,0.2870514
